ID,Individuals,Adults,Region,OpenFridge,UsedOven,CupsCoffee,CoffeeStrength,StepsDay,SleepNight,Weather,Product1,Product2,Product3,InAppPurchase,SalesVol,AppFaceTime,UserSat,NPS
3503,3.0,2.0,NL,21.0,6.0,9.0,2.0,4575,8.0,Sunny,4.0,10.0,12.0,Yes,95.0,1764.0,7,7
3547,3.0,2.0,GER,23.0,5.0,11.0,2.0,5465,8.0,Sunny,6.0,11.0,14.0,Yes,95.0,1800.0,10,10
3705,3.0,2.0,GER,23.0,5.0,12.0,3.0,4985,7.0,Average,5.0,10.0,12.0,Yes,95.0,1860.0,8,10
3707,3.0,2.0,GER,20.0,5.0,10.0,3.0,5570,8.0,Sunny,6.0,11.0,14.0,Yes,95.0,1776.0,7,6
3918,3.0,2.0,UK,22.0,5.0,10.0,2.0,5275,8.0,Sunny,6.0,11.0,14.0,Yes,95.0,1872.0,8,9
3938,3.0,2.0,UK,20.0,5.0,11.0,2.0,5125,8.0,Rainy,3.0,9.0,11.0,Yes,95.0,1728.0,6,6
3959,3.0,2.0,UK,20.0,5.0,13.0,1.0,4615,7.0,Average,4.0,10.0,11.0,Yes,95.0,1752.0,6,6
4031,3.0,2.0,NL,25.0,5.0,12.0,2.0,4195,7.0,Rainy,3.0,9.0,11.0,Yes,95.0,1800.0,10,10
4666,3.0,2.0,NL,17.0,5.0,0.0,0.0,5005,9.0,Sunny,5.0,10.0,13.0,Yes,95.0,1800.0,6,4
4729,3.0,2.0,GER,22.0,5.0,10.0,1.0,5780,8.0,Sunny,7.0,13.0,14.0,Yes,95.0,1800.0,8,9
70,3.0,2.0,UK,19.0,5.0,7.0,3.0,5170,9.0,Average,6.0,11.0,13.0,Yes,96.0,1800.0,6,5
658,3.0,2.0,GER,23.0,5.0,10.0,2.0,5110,8.0,Rainy,2.0,9.0,10.0,Yes,96.0,1824.0,8,10
1013,3.0,2.0,UK,20.0,5.0,10.0,2.0,5950,8.0,Sunny,9.0,11.0,15.0,Yes,96.0,1788.0,7,7
1301,3.0,2.0,GER,22.0,5.0,9.0,2.0,4770,8.0,Average,5.0,10.0,12.0,Yes,96.0,1800.0,7,8
1392,3.0,2.0,UK,21.0,5.0,9.0,2.0,4465,8.0,Rainy,4.0,10.0,11.0,Yes,96.0,1776.0,7,7
1873,3.0,2.0,UK,19.0,5.0,10.0,2.0,5005,8.0,Sunny,5.0,10.0,13.0,Yes,96.0,1860.0,6,5
2094,3.0,2.0,GER,21.0,5.0,10.0,2.0,5110,8.0,Average,5.0,10.0,13.0,Yes,96.0,1824.0,7,7
2696,3.0,2.0,NL,25.0,5.0,8.0,1.0,4975,9.0,Sunny,5.0,10.0,13.0,Yes,96.0,1740.0,10,10
2830,3.0,2.0,UK,20.0,6.0,0.0,0.0,5020,9.0,Sunny,5.0,10.0,13.0,Yes,96.0,1824.0,7,6
3042,3.0,2.0,UK,15.0,5.0,7.0,2.0,5395,9.0,Sunny,6.0,11.0,14.0,Yes,96.0,1860.0,5,3
3088,3.0,2.0,NL,24.0,6.0,0.0,0.0,5770,9.0,Sunny,7.0,13.0,15.0,Yes,96.0,1824.0,8,10
3270,3.0,2.0,NL,15.0,5.0,8.0,2.0,4870,9.0,Average,5.0,10.0,12.0,Yes,96.0,1764.0,5,3
3628,3.0,2.0,NL,25.0,5.0,9.0,2.0,4805,8.0,Sunny,5.0,10.0,13.0,Yes,96.0,1788.0,8,10
3852,3.0,2.0,GER,22.0,5.0,0.0,0.0,5855,9.0,Average,8.0,12.0,15.0,Yes,96.0,1800.0,8,9
4575,3.0,2.0,UK,16.0,5.0,11.0,2.0,6365,8.0,Average,8.0,10.0,15.0,Yes,96.0,1800.0,6,4
4593,3.0,2.0,GER,21.0,6.0,11.0,2.0,6045,8.0,Average,5.0,10.0,13.0,Yes,96.0,1800.0,7,7
4822,3.0,2.0,UK,20.0,5.0,10.0,2.0,5440,8.0,Sunny,6.0,11.0,14.0,Yes,96.0,1800.0,7,6
307,3.0,2.0,UK,18.0,5.0,8.0,1.0,4880,9.0,Rainy,1.0,9.0,10.0,Yes,97.0,1752.0,6,4
313,3.0,,UK,15.0,5.0,0.0,0.0,5525,9.0,Sunny,6.0,11.0,14.0,Yes,97.0,1800.0,5,3
530,3.0,2.0,UK,19.0,4.0,13.0,2.0,4335,7.0,Average,4.0,10.0,11.0,Yes,97.0,1860.0,6,5
1087,3.0,2.0,GER,21.0,4.0,10.0,2.0,5155,8.0,Rainy,4.0,10.0,12.0,Yes,97.0,1788.0,7,7
1113,3.0,2.0,UK,17.0,5.0,0.0,0.0,4080,8.0,Rainy,3.0,9.0,11.0,Yes,97.0,1848.0,6,4
1320,3.0,2.0,UK,15.0,5.0,12.0,3.0,4450,7.0,Sunny,4.0,10.0,12.0,Yes,97.0,1824.0,5,3
1598,3.0,2.0,GER,21.0,5.0,11.0,3.0,6550,8.0,Sunny,8.0,10.0,15.0,Yes,97.0,1764.0,7,8
1830,3.0,2.0,GER,19.0,5.0,10.0,2.0,5460,8.0,Sunny,6.0,11.0,14.0,Yes,97.0,1776.0,6,6
2602,3.0,2.0,NL,24.0,5.0,11.0,1.0,5150,8.0,Sunny,5.0,11.0,13.0,Yes,97.0,1800.0,8,10
2752,3.0,2.0,GER,19.0,5.0,11.0,2.0,6265,8.0,Sunny,5.0,11.0,13.0,Yes,97.0,1752.0,6,5
2828,3.0,2.0,UK,16.0,6.0,8.0,1.0,4870,9.0,Average,5.0,10.0,12.0,Yes,97.0,1800.0,5,4
3179,3.0,2.0,UK,19.0,4.0,11.0,2.0,5575,8.0,Rainy,3.0,9.0,11.0,Yes,97.0,1800.0,6,5
3647,3.0,2.0,NL,23.0,5.0,11.0,2.0,5935,8.0,Average,8.0,12.0,15.0,Yes,97.0,1824.0,10,10
3805,3.0,2.0,UK,18.0,5.0,9.0,2.0,4780,8.0,Average,5.0,10.0,12.0,Yes,97.0,1776.0,6,5
4210,3.0,2.0,NL,22.0,4.0,9.0,2.0,4990,8.0,Sunny,5.0,10.0,13.0,Yes,97.0,1812.0,7,9
4302,3.0,2.0,GER,21.0,5.0,10.0,2.0,5595,8.0,Average,6.0,11.0,13.0,Yes,97.0,1824.0,7,7
129,3.0,2.0,GER,26.0,5.0,10.0,3.0,5755,8.0,Sunny,7.0,13.0,14.0,Yes,98.0,1800.0,10,10
264,3.0,2.0,GER,19.0,5.0,11.0,1.0,5660,8.0,Sunny,7.0,12.0,14.0,Yes,98.0,1836.0,6,6
320,3.0,2.0,GER,24.0,4.0,9.0,2.0,4910,8.0,Average,5.0,10.0,12.0,Yes,98.0,1860.0,9,10
406,3.0,2.0,GER,19.0,4.0,7.0,1.0,5685,9.0,Sunny,7.0,13.0,15.0,Yes,98.0,1776.0,6,6
802,3.0,2.0,UK,,6.0,9.0,2.0,3860,8.0,Average,3.0,9.0,11.0,Yes,98.0,1872.0,8,10
927,3.0,2.0,UK,17.0,4.0,11.0,2.0,5690,8.0,Rainy,4.0,10.0,12.0,Yes,98.0,1860.0,6,4
1059,3.0,2.0,UK,23.0,6.0,0.0,0.0,6060,9.0,Sunny,7.0,16.0,15.0,Yes,98.0,1860.0,9,10
1070,3.0,2.0,NL,20.0,5.0,7.0,1.0,6070,9.0,Rainy,4.0,10.0,12.0,Yes,98.0,1896.0,6,6
1411,3.0,2.0,UK,23.0,5.0,9.0,3.0,4375,8.0,Rainy,4.0,10.0,11.0,Yes,98.0,1836.0,8,10
1428,3.0,2.0,UK,18.0,4.0,9.0,2.0,4575,8.0,Rainy,2.0,9.0,10.0,Yes,98.0,1764.0,6,4
1604,3.0,2.0,UK,17.0,6.0,10.0,2.0,5870,8.0,Sunny,8.0,11.0,15.0,Yes,98.0,1800.0,6,4
1927,3.0,2.0,GER,18.0,5.0,0.0,0.0,5165,9.0,Average,6.0,,13.0,Yes,98.0,1800.0,6,5
2521,3.0,2.0,UK,20.0,5.0,10.0,2.0,177280,8.0,Sunny,8.0,15.0,15.0,Yes,98.0,1872.0,7,7
2534,3.0,2.0,UK,21.0,5.0,9.0,1.0,4490,8.0,Sunny,4.0,10.0,12.0,Yes,98.0,1776.0,7,7
2603,3.0,2.0,GER,26.0,5.0,10.0,1.0,5770,8.0,Sunny,7.0,13.0,14.0,Yes,98.0,1788.0,10,10
2612,3.0,2.0,UK,18.0,5.0,12.0,3.0,4615,7.0,Rainy,4.0,10.0,11.0,Yes,98.0,1836.0,6,4
3002,3.0,2.0,UK,16.0,5.0,11.0,2.0,5460,8.0,Sunny,6.0,11.0,14.0,Yes,98.0,1848.0,6,4
3098,3.0,2.0,GER,19.0,5.0,11.0,2.0,5345,8.0,Rainy,3.0,9.0,11.0,Yes,98.0,1800.0,6,5
3302,3.0,2.0,UK,17.0,6.0,10.0,1.0,5890,8.0,Average,8.0,15.0,15.0,Yes,98.0,1896.0,6,4
3832,3.0,2.0,UK,16.0,4.0,13.0,3.0,4355,7.0,Rainy,2.0,9.0,10.0,Yes,98.0,1764.0,5,4
3870,3.0,2.0,UK,21.0,5.0,0.0,0.0,4335,8.0,Rainy,2.0,9.0,10.0,Yes,98.0,1752.0,7,7
3898,3.0,2.0,UK,18.0,4.0,10.0,2.0,5090,8.0,Average,5.0,10.0,13.0,Yes,98.0,1800.0,6,5
3926,3.0,2.0,UK,23.0,5.0,0.0,0.0,5155,9.0,Average,5.0,10.0,13.0,Yes,98.0,1896.0,9,10
4380,3.0,2.0,NL,20.0,5.0,11.0,3.0,6300,8.0,Sunny,8.0,13.0,15.0,Yes,98.0,1872.0,7,7
4931,3.0,2.0,NL,20.0,5.0,10.0,3.0,5685,8.0,Sunny,7.0,12.0,14.0,Yes,98.0,1824.0,7,6
4973,3.0,2.0,GER,19.0,5.0,13.0,3.0,4650,7.0,Rainy,1.0,8.0,10.0,Yes,98.0,1764.0,6,5
4998,3.0,2.0,UK,21.0,4.0,8.0,1.0,4930,9.0,Average,5.0,10.0,12.0,Yes,98.0,1764.0,7,7
678,3.0,2.0,GER,23.0,5.0,10.0,2.0,5150,8.0,Rainy,1.0,9.0,10.0,Yes,99.0,1848.0,8,9
860,3.0,2.0,NL,19.0,5.0,12.0,2.0,4810,7.0,Average,5.0,10.0,12.0,Yes,99.0,1740.0,6,5
875,3.0,2.0,NL,19.0,4.0,11.0,2.0,5345,8.0,Average,6.0,11.0,13.0,Yes,99.0,1812.0,6,5
879,3.0,2.0,UK,21.0,5.0,8.0,1.0,4950,9.0,Average,5.0,10.0,12.0,Yes,99.0,1824.0,7,7
900,3.0,2.0,UK,20.0,,12.0,3.0,4710,7.0,Rainy,2.0,9.0,10.0,Yes,99.0,1812.0,6,6
1736,3.0,2.0,GER,22.0,4.0,9.0,2.0,4325,8.0,Rainy,,9.0,10.0,Yes,99.0,1776.0,7,8
1962,3.0,2.0,UK,21.0,5.0,9.0,1.0,4495,8.0,Average,4.0,10.0,11.0,Yes,99.0,1752.0,7,7
2004,3.0,2.0,NL,19.0,5.0,9.0,2.0,4060,8.0,Average,3.0,9.0,11.0,Yes,99.0,1800.0,6,5
2302,3.0,2.0,GER,22.0,5.0,10.0,2.0,6610,8.0,Rainy,4.0,10.0,12.0,Yes,99.0,1896.0,7,8
2413,3.0,2.0,GER,22.0,6.0,13.0,3.0,4575,7.0,Sunny,4.0,10.0,12.0,Yes,99.0,1800.0,7,8
2581,3.0,2.0,GER,22.0,5.0,10.0,2.0,5170,8.0,Average,6.0,11.0,13.0,Yes,99.0,1848.0,8,9
2812,3.0,2.0,UK,21.0,5.0,12.0,3.0,4235,7.0,Sunny,4.0,10.0,12.0,Yes,99.0,1776.0,7,7
2816,3.0,2.0,UK,21.0,6.0,9.0,1.0,4310,8.0,Rainy,3.0,9.0,11.0,Yes,99.0,1836.0,7,7
2912,3.0,2.0,UK,21.0,5.0,11.0,1.0,5060,8.0,Rainy,2.0,9.0,10.0,Yes,99.0,1740.0,7,7
3130,3.0,2.0,GER,15.0,4.0,13.0,3.0,4690,7.0,Sunny,4.0,10.0,12.0,Yes,99.0,1824.0,5,3
4279,3.0,2.0,UK,20.0,5.0,9.0,2.0,4155,8.0,Rainy,2.0,9.0,10.0,Yes,99.0,1848.0,6,6
4452,3.0,2.0,NL,23.0,4.0,11.0,2.0,5430,8.0,Sunny,6.0,11.0,14.0,Yes,99.0,1800.0,10,10
4610,3.0,2.0,UK,20.0,4.0,9.0,3.0,4590,8.0,Sunny,4.0,10.0,12.0,Yes,99.0,1848.0,6,6
4679,3.0,2.0,GER,18.0,5.0,12.0,3.0,4630,7.0,Average,4.0,10.0,11.0,Yes,99.0,1812.0,6,4
52,3.0,2.0,GER,21.0,5.0,11.0,2.0,5475,8.0,Sunny,6.0,11.0,14.0,Yes,100.0,1800.0,7,7
297,3.0,2.0,UK,23.0,5.0,8.0,1.0,4905,9.0,Sunny,5.0,10.0,13.0,Yes,100.0,1800.0,9,10
384,3.0,2.0,NL,22.0,6.0,13.0,3.0,4725,7.0,Sunny,5.0,10.0,13.0,Yes,100.0,1800.0,7,9
427,3.0,2.0,NL,15.0,5.0,9.0,2.0,4325,8.0,Rainy,1.0,8.0,10.0,Yes,100.0,1812.0,5,3
443,3.0,2.0,NL,19.0,5.0,12.0,2.0,4705,7.0,Rainy,2.0,9.0,10.0,Yes,100.0,1848.0,6,5
659,3.0,2.0,GER,23.0,5.0,11.0,2.0,5205,8.0,Average,6.0,11.0,13.0,Yes,100.0,1776.0,10,10
741,3.0,2.0,GER,24.0,5.0,11.0,2.0,5625,8.0,Sunny,6.0,11.0,14.0,Yes,100.0,1824.0,8,10
770,3.0,2.0,UK,19.0,5.0,9.0,2.0,4920,8.0,Sunny,5.0,10.0,13.0,Yes,100.0,1860.0,6,5
892,3.0,2.0,NL,18.0,5.0,8.0,2.0,4875,9.0,Average,5.0,10.0,12.0,Yes,100.0,1776.0,6,5
1039,3.0,2.0,UK,21.0,5.0,9.0,2.0,4660,8.0,Rainy,2.0,9.0,10.0,Yes,100.0,1800.0,7,7
1091,3.0,2.0,GER,21.0,5.0,8.0,,4870,9.0,Average,5.0,10.0,12.0,Yes,100.0,1776.0,7,7
1254,3.0,2.0,UK,23.0,4.0,9.0,2.0,4965,8.0,Average,5.0,10.0,12.0,Yes,100.0,1824.0,8,10
1327,3.0,2.0,GER,24.0,5.0,0.0,0.0,5085,9.0,Average,5.0,10.0,13.0,Yes,100.0,1800.0,10,10
1350,3.0,2.0,UK,23.0,5.0,9.0,2.0,4405,8.0,Sunny,4.0,10.0,12.0,Yes,100.0,1824.0,8,10
1375,3.0,2.0,UK,17.0,5.0,0.0,0.0,4795,8.0,Sunny,5.0,10.0,13.0,Yes,100.0,1824.0,6,4
1577,3.0,2.0,GER,18.0,5.0,10.0,2.0,5105,8.0,Rainy,4.0,10.0,12.0,Yes,100.0,1824.0,6,4
1713,3.0,2.0,GER,18.0,5.0,13.0,2.0,4140,7.0,Rainy,4.0,10.0,11.0,Yes,100.0,1860.0,6,4
1904,3.0,2.0,GER,21.0,5.0,10.0,2.0,6015,8.0,Average,8.0,13.0,15.0,Yes,100.0,1788.0,7,8
2123,3.0,2.0,UK,20.0,6.0,0.0,0.0,5325,9.0,Rainy,3.0,9.0,11.0,Yes,100.0,1860.0,6,6
2228,3.0,2.0,UK,21.0,5.0,0.0,0.0,4055,8.0,Sunny,3.0,9.0,11.0,Yes,100.0,1932.0,7,7
2255,3.0,2.0,UK,16.0,5.0,11.0,2.0,5140,8.0,Average,5.0,10.0,13.0,Yes,100.0,1920.0,5,4
2654,3.0,2.0,UK,17.0,5.0,9.0,2.0,4540,8.0,Sunny,4.0,10.0,12.0,Yes,100.0,1884.0,6,4
2845,3.0,2.0,UK,16.0,5.0,8.0,2.0,4935,9.0,Sunny,5.0,10.0,13.0,Yes,100.0,1884.0,5,4
2950,3.0,2.0,UK,19.0,4.0,10.0,2.0,5615,8.0,Sunny,6.0,11.0,14.0,Yes,100.0,1896.0,6,6
2982,3.0,2.0,UK,23.0,5.0,9.0,2.0,4960,8.0,Sunny,5.0,10.0,13.0,Yes,100.0,1980.0,10,10
3009,3.0,2.0,UK,20.0,5.0,12.0,3.0,4360,7.0,Rainy,4.0,10.0,11.0,Yes,100.0,1980.0,6,6
3152,3.0,2.0,UK,16.0,5.0,10.0,2.0,5245,8.0,Sunny,6.0,11.0,14.0,Yes,100.0,1872.0,6,4
3153,3.0,2.0,UK,22.0,5.0,9.0,2.0,4770,8.0,Sunny,5.0,10.0,13.0,Yes,100.0,1920.0,7,9
3193,3.0,2.0,UK,17.0,5.0,8.0,3.0,4880,9.0,Average,5.0,10.0,12.0,Yes,100.0,1956.0,6,4
3238,3.0,2.0,UK,20.0,5.0,10.0,2.0,5865,8.0,Sunny,8.0,16.0,15.0,Yes,100.0,2004.0,7,7
3247,3.0,2.0,NL,18.0,4.0,11.0,2.0,5675,8.0,Sunny,7.0,12.0,14.0,Yes,100.0,1920.0,6,5
3346,3.0,2.0,GER,22.0,6.0,9.0,2.0,4570,8.0,Rainy,2.0,9.0,10.0,Yes,100.0,2004.0,7,8
3411,3.0,2.0,NL,14.0,5.0,0.0,0.0,5390,9.0,Rainy,4.0,10.0,12.0,Yes,100.0,1920.0,5,3
3413,3.0,2.0,UK,22.0,5.0,0.0,0.0,5195,9.0,Average,6.0,11.0,13.0,Yes,100.0,1908.0,8,9
3480,3.0,2.0,GER,17.0,5.0,11.0,2.0,5565,8.0,Sunny,6.0,11.0,14.0,Yes,100.0,1920.0,6,4
3637,3.0,2.0,NL,22.0,5.0,10.0,2.0,5695,8.0,Rainy,3.0,9.0,11.0,Yes,100.0,1896.0,7,8
3682,3.0,2.0,UK,22.0,4.0,0.0,0.0,5290,9.0,Average,6.0,11.0,13.0,Yes,100.0,1908.0,8,9
3732,3.0,2.0,GER,21.0,6.0,10.0,2.0,5190,8.0,Sunny,6.0,11.0,14.0,Yes,100.0,1872.0,7,7
3849,3.0,2.0,GER,25.0,5.0,9.0,2.0,4920,8.0,Rainy,1.0,9.0,10.0,Yes,100.0,1920.0,9,10
3978,3.0,2.0,GER,18.0,5.0,11.0,2.0,5450,8.0,Rainy,4.0,10.0,12.0,Yes,100.0,2004.0,6,5
4013,3.0,2.0,UK,16.0,5.0,11.0,2.0,6210,8.0,Average,9.0,15.0,15.0,Yes,100.0,1932.0,6,4
4149,3.0,2.0,UK,19.0,5.0,0.0,0.0,5995,9.0,Sunny,8.0,12.0,15.0,Yes,100.0,1980.0,6,6
4471,3.0,2.0,NL,22.0,6.0,13.0,2.0,4880,7.0,Average,5.0,10.0,12.0,Yes,100.0,2004.0,7,8
4504,3.0,2.0,UK,17.0,5.0,8.0,2.0,4900,9.0,Average,5.0,10.0,12.0,Yes,100.0,1896.0,6,4
4543,3.0,2.0,GER,18.0,5.0,9.0,2.0,4990,8.0,Rainy,4.0,10.0,12.0,Yes,100.0,1920.0,6,4
4627,3.0,2.0,GER,23.0,5.0,0.0,0.0,5630,9.0,Sunny,6.0,11.0,14.0,Yes,100.0,1908.0,9,10
4870,3.0,2.0,UK,22.0,5.0,11.0,2.0,5390,8.0,Sunny,6.0,11.0,14.0,Yes,100.0,1944.0,8,9
904,3.0,2.0,UK,22.0,5.0,10.0,2.0,5890,8.0,Sunny,5.0,11.0,13.0,Yes,101.0,1884.0,7,9
1022,3.0,2.0,NL,22.0,5.0,0.0,0.0,5050,9.0,Average,5.0,10.0,13.0,Yes,101.0,1920.0,7,9
1415,3.0,2.0,NL,21.0,4.0,9.0,1.0,3690,,Average,3.0,9.0,11.0,Yes,101.0,2016.0,7,7
2668,3.0,2.0,UK,22.0,5.0,10.0,1.0,5045,8.0,Sunny,5.0,10.0,13.0,Yes,101.0,1932.0,7,9
2829,3.0,2.0,NL,19.0,5.0,12.0,2.0,4455,7.0,Sunny,4.0,10.0,12.0,Yes,101.0,1920.0,6,5
91,3.0,2.0,NL,20.0,5.0,12.0,3.0,4610,7.0,Rainy,4.0,10.0,11.0,Yes,102.0,1956.0,6,6
473,3.0,2.0,UK,18.0,5.0,11.0,2.0,5050,8.0,Rainy,4.0,10.0,12.0,Yes,102.0,1920.0,6,4
499,3.0,2.0,GER,25.0,4.0,11.0,1.0,5095,8.0,Average,5.0,10.0,13.0,Yes,102.0,2040.0,10,10
580,3.0,2.0,UK,21.0,5.0,11.0,2.0,5110,8.0,Average,5.0,10.0,13.0,Yes,102.0,2040.0,7,7
876,3.0,2.0,GER,19.0,5.0,11.0,2.0,5575,8.0,Sunny,6.0,11.0,14.0,Yes,102.0,2016.0,6,6
993,3.0,2.0,UK,16.0,5.0,0.0,0.0,5075,9.0,Sunny,5.0,11.0,13.0,Yes,102.0,1920.0,5,4
1021,3.0,2.0,NL,20.0,5.0,11.0,3.0,5060,8.0,Average,5.0,10.0,13.0,Yes,102.0,1920.0,6,6
1572,3.0,2.0,UK,24.0,5.0,10.0,2.0,5140,8.0,Average,5.0,10.0,13.0,Yes,102.0,1944.0,8,10
1605,3.0,2.0,UK,24.0,5.0,11.0,2.0,5125,8.0,Average,5.0,10.0,13.0,Yes,102.0,1956.0,10,10
2051,3.0,2.0,GER,20.0,5.0,12.0,3.0,4450,7.0,Rainy,4.0,10.0,11.0,Yes,102.0,1980.0,6,6
2172,3.0,2.0,UK,16.0,4.0,0.0,0.0,5195,9.0,Average,6.0,11.0,13.0,Yes,102.0,1884.0,5,4
2353,3.0,2.0,UK,22.0,5.0,8.0,1.0,4900,9.0,Average,5.0,10.0,12.0,Yes,102.0,2004.0,7,8
2396,3.0,2.0,UK,16.0,5.0,10.0,2.0,5055,8.0,Sunny,5.0,10.0,13.0,Yes,102.0,1932.0,5,4
2425,3.0,2.0,GER,25.0,4.0,11.0,2.0,5465,8.0,Rainy,2.0,9.0,11.0,Yes,102.0,1920.0,9,10
2732,3.0,2.0,GER,19.0,6.0,9.0,2.0,4685,8.0,Sunny,4.0,10.0,12.0,Yes,102.0,1920.0,6,5
2985,3.0,2.0,UK,16.0,5.0,9.0,3.0,4210,8.0,Average,4.0,9.0,11.0,Yes,102.0,1920.0,5,4
3272,3.0,2.0,GER,19.0,6.0,8.0,1.0,4920,9.0,Rainy,2.0,9.0,10.0,Yes,102.0,1920.0,6,5
3464,3.0,2.0,UK,21.0,4.0,9.0,2.0,4860,8.0,Sunny,5.0,10.0,13.0,Yes,102.0,1980.0,7,7
3813,3.0,2.0,UK,15.0,5.0,8.0,1.0,4900,9.0,Average,5.0,10.0,12.0,Yes,102.0,2004.0,5,3
4124,3.0,2.0,NL,21.0,5.0,12.0,3.0,4190,7.0,Average,4.0,9.0,11.0,Yes,102.0,1968.0,7,7
4354,3.0,2.0,GER,20.0,6.0,0.0,0.0,5200,9.0,Rainy,3.0,9.0,11.0,Yes,102.0,1980.0,6,6
4488,3.0,2.0,UK,21.0,5.0,10.0,2.0,5995,8.0,Sunny,8.0,11.0,15.0,Yes,102.0,2016.0,7,8
4709,3.0,2.0,UK,24.0,5.0,9.0,2.0,4775,8.0,Average,5.0,10.0,12.0,Yes,102.0,2016.0,10,10
4957,3.0,2.0,UK,24.0,5.0,12.0,3.0,4930,7.0,Rainy,2.0,9.0,10.0,Yes,102.0,1944.0,10,10
826,3.0,2.0,NL,22.0,5.0,11.0,2.0,5595,8.0,Rainy,2.0,9.0,11.0,Yes,103.0,1932.0,7,8
991,3.0,2.0,GER,19.0,5.0,0.0,0.0,4975,10.0,Average,5.0,10.0,12.0,Yes,103.0,1920.0,6,5
1341,3.0,2.0,GER,21.0,4.0,11.0,3.0,5050,8.0,Rainy,3.0,9.0,11.0,Yes,103.0,1920.0,7,7
2208,3.0,2.0,NL,22.0,5.0,0.0,0.0,3645,7.0,Average,3.0,9.0,11.0,Yes,103.0,1920.0,7,8
3560,3.0,2.0,UK,23.0,5.0,7.0,1.0,5380,9.0,Sunny,6.0,11.0,14.0,Yes,103.0,1884.0,10,10
3760,3.0,2.0,GER,16.0,5.0,9.0,2.0,4845,8.0,Average,5.0,10.0,12.0,Yes,103.0,1920.0,5,4
4478,3.0,2.0,NL,22.0,5.0,9.0,2.0,4585,8.0,Average,4.0,10.0,11.0,Yes,103.0,1980.0,7,8
4798,3.0,2.0,UK,24.0,5.0,3.0,0.0,5775,9.0,Rainy,3.0,9.0,11.0,Yes,103.0,1920.0,10,10
325,3.0,2.0,UK,22.0,5.0,12.0,3.0,4790,7.0,Rainy,2.0,9.0,10.0,Yes,104.0,1932.0,7,8
758,3.0,2.0,UK,21.0,5.0,10.0,2.0,5890,8.0,Sunny,8.0,11.0,15.0,Yes,104.0,1944.0,7,8
1707,3.0,2.0,GER,24.0,5.0,10.0,3.0,5700,8.0,Average,7.0,11.0,14.0,Yes,104.0,1944.0,9,10
3535,3.0,2.0,UK,20.0,5.0,12.0,2.0,4375,7.0,Rainy,4.0,10.0,11.0,Yes,104.0,1944.0,6,6
3565,3.0,2.0,UK,21.0,6.0,0.0,0.0,4955,11.0,Average,5.0,10.0,12.0,Yes,104.0,1920.0,7,7
4001,3.0,2.0,UK,24.0,5.0,8.0,1.0,4975,9.0,Rainy,2.0,9.0,10.0,Yes,104.0,1944.0,10,10
4563,3.0,2.0,UK,19.0,5.0,8.0,2.0,4970,9.0,Sunny,5.0,10.0,13.0,Yes,104.0,1908.0,6,5
274,3.0,2.0,GER,15.0,4.0,10.0,2.0,5300,8.0,Sunny,6.0,11.0,14.0,Yes,105.0,1944.0,5,3
395,3.0,2.0,GER,23.0,5.0,0.0,0.0,5505,9.0,Sunny,6.0,11.0,14.0,Yes,105.0,1872.0,10,10
830,3.0,2.0,GER,20.0,5.0,7.0,2.0,5055,9.0,Average,5.0,10.0,13.0,Yes,105.0,1980.0,6,6
975,3.0,2.0,UK,19.0,5.0,11.0,2.0,5850,8.0,Rainy,1.0,9.0,10.0,Yes,105.0,1908.0,6,5
1112,3.0,2.0,NL,20.0,5.0,10.0,,6155,8.0,Sunny,8.0,10.0,15.0,Yes,105.0,1968.0,7,7
1173,3.0,2.0,UK,21.0,4.0,11.0,2.0,5135,8.0,Average,5.0,10.0,13.0,Yes,105.0,1980.0,7,7
1181,3.0,2.0,UK,21.0,5.0,11.0,1.0,5185,8.0,Sunny,6.0,11.0,14.0,Yes,105.0,1944.0,7,7
1256,3.0,2.0,UK,21.0,4.0,9.0,2.0,4405,8.0,Rainy,4.0,10.0,11.0,Yes,105.0,2004.0,7,7
1278,3.0,2.0,NL,21.0,5.0,11.0,2.0,5670,8.0,Rainy,2.0,9.0,11.0,Yes,105.0,1908.0,7,7
1441,3.0,2.0,NL,20.0,6.0,10.0,1.0,5065,8.0,Sunny,5.0,11.0,13.0,Yes,105.0,1980.0,7,6
1475,3.0,2.0,GER,20.0,5.0,0.0,0.0,4685,,Average,4.0,10.0,11.0,Yes,105.0,1992.0,6,6
1566,3.0,2.0,GER,22.0,6.0,9.0,2.0,4585,8.0,Sunny,4.0,10.0,12.0,Yes,105.0,1908.0,7,8
1670,3.0,2.0,UK,19.0,5.0,9.0,1.0,4900,8.0,Sunny,5.0,10.0,13.0,Yes,105.0,1920.0,6,5
1732,3.0,2.0,GER,22.0,6.0,11.0,2.0,5515,8.0,Sunny,6.0,11.0,14.0,Yes,105.0,1968.0,8,9
1785,3.0,2.0,NL,18.0,5.0,8.0,2.0,3930,8.0,Sunny,3.0,9.0,11.0,Yes,105.0,1920.0,6,4
1821,3.0,2.0,UK,22.0,5.0,0.0,0.0,5205,9.0,Rainy,1.0,9.0,10.0,Yes,105.0,1908.0,7,8
1899,3.0,2.0,UK,18.0,5.0,0.0,0.0,5240,9.0,Average,6.0,11.0,13.0,Yes,105.0,1920.0,6,5
1963,3.0,2.0,UK,19.0,5.0,6.0,2.0,5975,9.0,Sunny,5.0,11.0,13.0,Yes,105.0,1908.0,6,5
